the_review,topics
"I’ve only had the headset for 4 months and already  I’m getting static when trying to talk to my friends on Xbox. Also, not sure who to contact to see about a replacement. The headset sat on a mount out of the way and wasn’t impacted by anything g out of the ordinary.",keyboard_speakers
Grandson loved it,headphone
Bought and love that they cancel out noise as well as the sound quality is great. Don't love that you have to plug in the USB wire so they light up.,headphone
I bought this for my son's birthday and he absolutely loves them! Would definitely buy again!,headphone
"For a cheaoer headset, works great!",headphone
For the price they are great but could be slightly better. Before these I had some 70$ over priced turtle beach ones. They were slightly better than these in terms of sound quality. But I'd buy these again for the price,keyboard_speakers
Great for gaming!,headphone
Honestly all the hate for this headset is uncalled for. This headset has all you need at such a good price. Fits perfectly and has a long cord and the sound quality is amazing. I wouldn’t be where I’m at gaming wise if it weren’t for these headsets allowing me to hear almost everything on the maps,keyboard_speakers
Works great,headphone
I liked how conveniently priced it was for a good quality headset. I use it for gaming and streaming.,headphone
"I liked this headset originally. Very comfortable, the sound was good, everyone could hear and understand me. Then, the audio got really choppy. Not a great long-term investment if you want to use the mic!",keyboard_speakers
I like how the headset feels comfortable. Usually after a hour of game play my ears start to hurt. Not with the new ones! I highly recommend. I would like to add the great customer service too.,keyboard_speakers
"Good sound quality for price, ear cup a little small.",keyboard_speakers
I loved it the sound quality was amazing and clear while my friends said the my mic was very clear.,keyboard_speakers
"The BENGOO G9000 Stereo Gaming Headset has an outstanding mic and the noise cancellation helps a lot. I've just got it today and I tested it out, the sound is amazing and the microphone is outstanding as well. I had many of my friends confirm the sound of my microphone and the LED lights make it look cooler! Really recommended.",keyboard_speakers
Not very good quality,headphone
these headphones are amazing i use them to record my videos.,headphone
perfect,headphone
Well worth the price!,headphone
They are a little bass heavy. Having an adjustment knob would be nice. Good quality though.,keyboard_speakers
Very good noise cancelation for the price.,headphone
Good headset for gaming I love how the provide the splitter for audio in and audio out jacks on your pc so you don’t have to buy one. For being way cheaper than the rest I would say it’s great quality.,keyboard_speakers
my Son loves them for his game!,headphone
Good headset would bye again,headphone
Very comfortable. I like the noise cancelling feature.,headphone
Really loved the led lights and the noise cancelling awesome,headphone
I bought these headphones for my 9 year old son who loves video games. He loves these headphones and says the sound quality is great. He got the blue headphones because they were a little cheaper and he liked them.,headphone
Good,headphone
I like that it glows when I use the headphones.,mouse
