review_title,review_title_length,the_review,the_review_length,review_score,year,month,month_name,day
Highly satisfied,2,They work great. My 12 yr old has used them for 6 months with no problem of cutting out or static but cloth ear pieces did fall off.,28,4.0,2021,05,May,28
Mic doesn’t work,3,Gaming,1,1.0,2021,05,May,28
Excellent!My 9 year old son loves it!,7,The Headsets have a good weight to them and the light give a pretty decent lighting. One cable is for the lights (usb) and the other one is for the audio (aux),32,5.0,2021,05,May,23
This is good,3,"The product malfunctioned after the first couple of weeks, one of the connections stopped working.",15,5.0,2021,05,May,23
Low-Quality Headset,2,Not even two weeks cord has gone bad. They reached out to me and shipped a replacement free of charge,20,1.0,2021,05,May,19
Sound is great!,3,Great sound quality. great product within the price range,9,5.0,2021,05,May,19
Cheap but reliable,3,Amazing customer service. I had an issue with the 1st pair of head phones. I was happy with the sound quality and production value of the headphones; however the set I received was very tight against my ears causing them to hurt after only an hour our two. I posted a review of my experience and a BENGOO representative reached out to me. They sent a brand new pair at no additional expense and I am very happy with my new set. They fit properly and are very comfortable.They have great dynamic sound. I primarily use these for online gaming and am able to clearly identify if sneaking up behind me. The mic is very clear and cancels out background noise very well.I would highly recommend this product - both for the quality and the amazing customer service,138,4.0,2021,05,May,28
Steal for the price,4,Great quality headphones love the audio output easy to setup. Highly recommend them.,13,5.0,2021,05,May,27
Amazing first time gamer headset!,5,These headphones sound great and the noise cancellation is amazing but unfortunately the mic audio output full doesn’t seem to be good. When I play online on the XB1 with my friends they say my mic volume is too low after I’ve already adjusted the setting and I have not had this issue with other mics. Great headset just wish the mic was better.,64,5.0,2021,05,May,27
Great material,2,"The mic is really good,teammates can hear me perfectly,and video game noises are really good quality for the price,the noise cancellation is unbelievable",23,5.0,2021,05,May,27
Love product,2,Good headset for the price.,5,5.0,2021,05,May,27
Works great,2,My son is super happy! Now it's game time!!,9,5.0,2021,05,May,27
I like the quality for what I paid,8,Very loud very good quality . Bought the for my husband PlayStation 5 he loves them,16,5.0,2021,05,May,27
Love these headphones,3,"Purchased and plugged in, it worked for a bit... did a computer restart...then they never worked again. Returned them 2 hours after they were delivered then went to a brick and mortar store and purchased name brand.",37,5.0,2021,05,May,27
Great item and value,4,"It’s pretty good when you are in the game and need to listen to your teammates talking, but when it come to REALLY needing a good ear, its, “Noise Cancellation” feature comes a bit short. It does dampen the noises outside fairly well, but not enough for certain games that need an attentive ear.But otherwise, if you were to use this for gaming, it’s pretty darn good for multiplayer, and also really good for single player games.",77,5.0,2021,05,May,26
Doesn’t work,2,Noise cancellation is awesome!!!!,4,1.0,2021,05,May,26
Best Bang for your Buck,5,"Headset was good while it lasted just over 60 days.  Wrapped cord for better durability clearly not resilient, and that was with a fairly mild kiddo.",26,5.0,2021,05,May,26
Satisfied,1,Best inexpensive headset ever! Got it for my son and he loves it. Great sound quality and good noise cancellation! The ears even light up! Best money spent for a headset so he can game in peace :),38,5.0,2021,05,May,25
The audio and feedback,4,The aux cable broke off inside the controller... I had to pick it out piece by piece. Normal use - this should have remained intact with basic gaming.,28,4.0,2021,05,May,25
"Bad Mic basically non functional, comfortable ears",7,Great headset!,2,2.0,2021,05,May,25
Great price,2,"I’ve had this headset for over a year now. It’s a good headset to use if you’re on a budget and just need basic use. The sound is pretty good, the only complaint I have is the mic sound quality. I was told by my friends that I sound muffled, but that is to be expected for a headset for this price. I still highly recommend buying this though, because it definitely is a great headset for its cheap affordable price. It’s easy to use and for me has been quite durable. Normally cheap headsets will start to degrade and tear from excessive use, but I found that this material has held up good for my uses. I have big ears and I found it to be pretty comfortable for my ears over a long period of use. Definitely recommend buying it now, as the price has dropped. When I first bought it, the price was around $25.",158,5.0,2021,05,May,25
Vibrant with great sound,4,Very nice affordable headset my Son has no complaints! 🙏,10,5.0,2021,05,May,24
I love it for my son,6,"When a seller states in the first bullet that the headset is compatible with laptops and it is not, that really bothers me.  My son is happy because he has a new headset to use with his gaming console.  However, I am out of pocket and have to spend more money to look for something that is compatible with a laptop.  It is disappointing.  Do not buy for use with a laptop because it does not work like they claim even with the adapter that is included in the packaging.",90,5.0,2021,05,May,24
Not worth the money,4,Not the greatest,3,1.0,2021,05,May,24
Works well with all devices,5,Great headset if you are starting out as a streamer or trying to save on some money. It cancels out a lot of noise. It's comfortable to wear and easy to adjust. I would recommend this. It has a nice bass and super loud. You can adjust the volume.,49,5.0,2021,05,May,24
Gaming headset,2,You can barely hear your game. I gave up and just used my speakers on the computer monitor so I could hear enemies and what not. All these do is block noise like a pair of lighted ear muffs. They do NOT enhance game play in the least.,48,5.0,2021,05,May,24
Price,1,I like that they fit around the ear and man they sound amazing!!!,13,3.0,2021,05,May,24
Perfect,1,Love it,2,5.0,2021,05,May,23
"If he's not whining  about them, they must work.",9,"This product is marketed on Amazon as being compatible with ps4, but the USB it uses is incompatible with the console due to gimmicky aesthetic design choices that make it too large to fit past the playstations protruding faceplate.",39,5.0,2021,05,May,23
Decent headset,2,"I bought these for my daughter for Easter and she LOVES THEM!! we usually go through at least a 3 pairs of gaming headphones a year, but after 4 months they’re still working perfectly and the sound is great.",39,4.0,2021,05,May,23
Must buy,2,Its ok,2,5.0,2021,05,May,23
Mic never worked very good but speakers seem fine,9,Good gaming headphone for the price.,6,5.0,2021,05,May,23
Don't trust what you hear,5,Good bass and sound quality. Easy remote. Comfortable and I game for like 6 hrs at a time sometimes.,19,4.0,2021,05,May,23
Ok,1,"For the price, they’re not bad! They aren’t the best at keeping noise out or in...they just get loud, causing a little strain on the ears over an extended period of time. but overall I’ve had them over a month and I use them almost everyday.",46,3.0,2021,05,May,23
So far So good,4,these are ok when i bought these i thought it would be perfect to tune out outer noise it doesnt its good to hear for music & if you play it others that are in your surroundings can hear just as much as you can.... phone calls can be heard thru these headphones... might send back but really dont like,60,5.0,2021,05,May,22
It’s fine,2,My grandson loved them. He uses them with his Xbox game. No issues at all. They have worked just fine. Ty,21,4.0,2021,05,May,22
Can't get much better for the price!,7,Good sound quality,3,5.0,2021,05,May,22
Great Headset! Great Seller!,4,This product is very good for Hearing and noise cancellation To me the headset is very good for gaming And listening to music would recommend these 10/10,27,5.0,2021,05,May,22
